PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"41490100","Optimal Treatment of Digital Nerve Injury: A Systematic Review and Bayesian Network Meta-Analysis","Alelyani RH, Maniya MT, Althobaiti M, Aljuaid AS, Alfarej ZM, Shakoor M, Almenhali AA, Alghamdi TZ, Althbaiti MA, Alshehri MA, Fadel ZT.","Ann Plast Surg. 2026 Feb 1;96(2):166-173. doi: 10.1097/SAP.0000000000004599. Epub 2026 Jan 5.","Alelyani RH","Ann Plast Surg","2026","2026/01/06","","","10.1097/SAP.0000000000004599"
"41487645","Optimal dose and type of exercise to improve cognitive function in adults with major depressive disorder: a systematic review and Bayesian model-based network meta-analysis","Ge J, Wang Q, Wang S, Xiong X, Zhai Y.","Front Public Health. 2025 Dec 19;13:1662778. doi: 10.3389/fpubh.2025.1662778. eCollection 2025.","Ge J","Front Public Health","2025","2026/01/05","PMC12757253","","10.3389/fpubh.2025.1662778"
"41486797","First-line immunotherapy-based regimens for metastatic non-small cell lung cancer: A network meta-analysis of landmark trials","Ismayilov R, Altundağ Ö.","Tuberk Toraks. 2025 Dec;73(4):299-308. doi: 10.5578/tt.2025041169.","Ismayilov R","Tuberk Toraks","2025","2026/01/05","","","10.5578/tt.2025041169"
"41486115","Comparative effectiveness of community-based rehabilitation programs on functional recovery after hip fracture in older adults: a systematic review and network meta-analysis","Liang S, Ying Z, Ji Y, Meng X, Chen Y.","BMC Geriatr. 2026 Jan 5;26(1):157. doi: 10.1186/s12877-025-06837-1.","Liang S","BMC Geriatr","2026","2026/01/04","PMC12870208","","10.1186/s12877-025-06837-1"
"41485838","Chlorhexidine is the preferred agent for vaginal antisepsis prior to cesarean delivery: a systematic review and network meta-analysis","McKinney JA, Sanchez-Ramos L, Duncan J, Lin L, Rhoades C, Mateus J, Dussan LE, Nino G, Hansen A, Messiah C, Pomputius A.","Am J Obstet Gynecol. 2026 Jan;233(6S):S504.e1-S504.e41. doi: 10.1016/j.ajog.2025.09.046.","McKinney JA","Am J Obstet Gynecol","2026","2026/01/04","","","10.1016/j.ajog.2025.09.046"
"41485445","Effectiveness of technology-assisted nonpharmacological interventions for cognitive impairment in older adults: A systematic review and network meta-analysis","Wu Y, Ning X, Zhong Q, Li J, Zhang H, Li M, Lang J, Jing B, Sun J.","Asian J Psychiatr. 2026 Feb;116:104815. doi: 10.1016/j.ajp.2025.104815. Epub 2025 Dec 30.","Wu Y","Asian J Psychiatr","2026","2026/01/04","","","10.1016/j.ajp.2025.104815"
"41485363","Efficacy of prehabilitation interventions on exercise capacity of patients undergoing major abdominal and cardiothoracic surgery: A systematic review and network meta-analysis of randomized controlled trials","Priego-Jiménez S, Priego Jiménez P, López-González M, Lorenzo-García P, Contreras-Molina M, Álvarez-Bueno C.","J Clin Anesth. 2026 Feb;109:112112. doi: 10.1016/j.jclinane.2025.112112. Epub 2026 Jan 3.","Priego-Jiménez S","J Clin Anesth","2026","2026/01/04","","","10.1016/j.jclinane.2025.112112"
"41484398","Efficacy and safety of sequential versus concurrent administration of immune checkpoint inhibitors with radiotherapy in solid tumors: a systematic review and network meta-analysis","Baek J, Lee S, Kim D, Jin HK, Kim E.","Cancer Immunol Immunother. 2026 Jan 3;75(1):31. doi: 10.1007/s00262-025-04277-9.","Baek J","Cancer Immunol Immunother","2026","2026/01/04","PMC12764719","","10.1007/s00262-025-04277-9"
"41481658","The use of large language models in generating multiple choice questions for health professions education: A systematic review and network meta-analysis","Riehm L, Nanji K, Lakhani M, Pankiv E, Hasanee D, Pfeifer W.","PLoS One. 2026 Jan 2;21(1):e0340277. doi: 10.1371/journal.pone.0340277. eCollection 2026.","Riehm L","PLoS One","2026","2026/01/02","PMC12758716","","10.1371/journal.pone.0340277"
"41476427","Comparative Effectiveness of Tailored Exercise Therapies Alone or Combined With Psychological Interventions for Chronic, Nonspecific Low Back Pain: A Systematic Review With Network Meta-analysis","Niederer D, Fleckenstein J, Floessel P, Tomschi F, Krempel L, Stoll J, Behrens M, Engel T.","J Orthop Sports Phys Ther. 2026 Jan;56(1):16-27. doi: 10.2519/jospt.2025.13281.","Niederer D","J Orthop Sports Phys Ther","2026","2026/01/01","","","10.2519/jospt.2025.13281"
"41476321","Outreach Models for Substance Use Disorder in Homeless Populations: A Systematic Review and Network Meta-Analysis","Ghafouri M, Meyerhoefer T, Ali DN, Gregory J, Taylor-Desir M, Rummans TA, Correa da Costa S.","Psychiatr Serv. 2026 Jan 1;77(1):58-65. doi: 10.1176/appi.ps.20250118. Epub 2026 Jan 1.","Ghafouri M","Psychiatr Serv","2026","2026/01/01","","","10.1176/appi.ps.20250118"
"41476308","Decompression, decompression plus fusion and decompression plus dynamic stabilization for degenerative lumbar spondylolisthesis: a network meta-analysis","Guo C, Liu F, Liu H, Sun F, Xu S.","J Orthop Surg Res. 2025 Dec 31;21(1):73. doi: 10.1186/s13018-025-06550-0.","Guo C","J Orthop Surg Res","2025","2025/12/31","PMC12866522","","10.1186/s13018-025-06550-0"
"41473767","Efficacy and safety of different drugs for the treatment of leishmaniasis: a systematic review and network meta-analysis","Fan Y, Gu Y, Tong X, He Y, Li Q, Chen K, Cui Z, Yang Y, Xiang Y, Liu Q.","Front Cell Infect Microbiol. 2025 Dec 15;15:1717863. doi: 10.3389/fcimb.2025.1717863. eCollection 2025.","Fan Y","Front Cell Infect Microbiol","2025","2025/12/31","PMC12745438","","10.3389/fcimb.2025.1717863"
"41469852","Comparative effectiveness and safety of preventive treatments for vestibular migraine: a systematic review and network meta-analysis","Vasireddy S, Biswas S, Kollu R, Krishnan E, Khan MS, C F, Jayakumar A, Acharya R.","BMC Neurol. 2025 Dec 30;25(1):513. doi: 10.1186/s12883-025-04490-0.","Vasireddy S","BMC Neurol","2025","2025/12/30","PMC12754936","","10.1186/s12883-025-04490-0"
"41468627","Comparison of premenstrual dysphoric disorder treatment with antidepressants and combined oral contraceptives: a systematic review with network meta-analysis","Berni LC, Nunes LR, Oliveira RCS.","J Psychiatr Res. 2026 Mar;194:99-115. doi: 10.1016/j.jpsychires.2025.12.046. Epub 2025 Dec 23.","Berni LC","J Psychiatr Res","2026","2025/12/30","","","10.1016/j.jpsychires.2025.12.046"
"41468090","Treatment of Uncomplicated Vulvovaginal Candidiasis: Topical or Oral Drugs? Single-Day or Multiple-Day Therapy? A Network Meta-analysis of Randomized Trials","Gardella B, Dominoni M, Cassani C, Pasquali MF, Spinillo A.","Obstet Gynecol Surv. 2025 Dec 1;80(12):755-756. doi: 10.1097/OGX.0000000000001470.","Gardella B","Obstet Gynecol Surv","2025","2025/12/30","","","10.1097/OGX.0000000000001470"
"41466530","Comparative Analysis of Glucagon Receptor Agonists vs. Resmetirom in MASLD and MASH: Network Meta-Analysis of Clinical Trials","Andonie CR, Abusalameh A, Ismail I, Hodrob T, Ladadweh M, Ayesh H.","Endocrinol Diabetes Metab. 2026 Jan;9(1):e70157. doi: 10.1002/edm2.70157.","Andonie CR","Endocrinol Diabetes Metab","2026","2025/12/30","PMC12750095","","10.1002/edm2.70157"
"41465969","Oral Chinese patent medicines for herpangina in children: A network meta-analysis","Wang Y, Chen B, Li M, Tian Y, Zhang X, He M, Huo Y, Liu X.","Medicine (Baltimore). 2025 Dec 26;104(52):e46672. doi: 10.1097/MD.0000000000046672.","Wang Y","Medicine (Baltimore)","2025","2025/12/30","PMC12747039","","10.1097/MD.0000000000046672"
"41461647","Comparative efficacy of pulmonary rehabilitation delivery models on dyspnoea, exercise capacity and health-related quality of life in chronic respiratory disease: a systematic review and network meta-analysis","Song J, Wang Q, Zhao C, Wang L, Li L, Kang D.","NPJ Prim Care Respir Med. 2025 Dec 29;36(1):8. doi: 10.1038/s41533-025-00472-4.","Song J","NPJ Prim Care Respir Med","2025","2025/12/29","PMC12852677","","10.1038/s41533-025-00472-4"
"41460610","Comparative Efficacy of Combined and Standalone Oral Immunotherapies for Peanut Allergy: a Bayesian Network Meta-Analysis of RCTs","Tian X, Liu S, Li L, Guan K.","Clin Rev Allergy Immunol. 2025 Dec 29;68(1):113. doi: 10.1007/s12016-025-09118-2.","Tian X","Clin Rev Allergy Immunol","2025","2025/12/29","PMC12748126","","10.1007/s12016-025-09118-2"
"41456383","Comparison of modified Khorana scores for prediction of venous thromboembolism in cancer patients: A systematic review and network meta-analysis","Chen H, Wang Y, Huang X, Pu L, Zhang S, Li Q, Zhang X, Li Y, Wang G, Hu X.","Int J Nurs Stud. 2026 Mar;175:105310. doi: 10.1016/j.ijnurstu.2025.105310. Epub 2025 Dec 2.","Chen H","Int J Nurs Stud","2026","2025/12/28","","","10.1016/j.ijnurstu.2025.105310"
"41455152","Application of ultrasound-guided regional blocks in the perioperative period of hip arthroplasty: A systematic review and network meta-analysis","Wang S, Wu Z, Song Y, Yang X, Zhao P.","J Clin Anesth. 2026 Feb;109:112110. doi: 10.1016/j.jclinane.2025.112110. Epub 2025 Dec 27.","Wang S","J Clin Anesth","2026","2025/12/27","","","10.1016/j.jclinane.2025.112110"
"41454437","Antibiotic Combinations in Bismuth-Containing Quadruple Therapy for Helicobacter pylori Eradication: A Systematic Review and Network Meta-Analysis","Duan M, Teng T, Kong Q, Li Y, Zuo X.","Helicobacter. 2025 Nov-Dec;30(6):e70101. doi: 10.1111/hel.70101.","Duan M","Helicobacter","2025","2025/12/26","","","10.1111/hel.70101"
"41453098","Assessing the Efficacy and Safety of Multiple Drugs for IBS-C: A Systematic Review and Network Meta-Analysis","Mou JJ, Xu L, Luo YF, Tao QF, Wang ZZ, Chen M, Zheng H.","J Gastrointestin Liver Dis. 2025 Dec 26;34(4):503-509. doi: 10.15403/jgld-6352.","Mou JJ","J Gastrointestin Liver Dis","2025","2025/12/26","","","10.15403/jgld-6352"
"41448678","Comparative efficacy and acceptability of non-invasive brain stimulation and acupuncture for depression: protocol for a systematic review and network meta-analysis","Li Y, He X, Deng X, Zhou J, Shi M, Tian Y, Li Z, Yang D, Yang X.","BMJ Open. 2025 Dec 24;15(12):e104287. doi: 10.1136/bmjopen-2025-104287.","Li Y","BMJ Open","2025","2025/12/25","PMC12742106","","10.1136/bmjopen-2025-104287"
"41443112","Comparing the performance of targeted next-generation sequencing and metagenomic next-generation sequencing in diagnosing pneumonia: A systematic review and network meta-analysis","Cao Y, Xu Y, Yan C, Lu Z, Zhou Q, Wang J, Wang Y, Cheng L, Zhang L, He Y, Guo B, Li B.","Diagn Microbiol Infect Dis. 2026 Mar;114(3):117234. doi: 10.1016/j.diagmicrobio.2025.117234. Epub 2025 Dec 18.","Cao Y","Diagn Microbiol Infect Dis","2026","2025/12/24","","","10.1016/j.diagmicrobio.2025.117234"
"41436108","Effect of intraarticular drug injection in patients with temporomandibular joint disorders with limited mouth opening: a system review and network meta-analysis","Zou S, Yue Y, Wang X, Liu Q.","J Oral Facial Pain Headache. 2025 Dec;39(4):85-99. doi: 10.22514/jofph.2025.041. Epub 2025 Dec 12.","Zou S","J Oral Facial Pain Headache","2025","2025/12/23","PMC12727178","","10.22514/jofph.2025.041"
"41431284","Mentalizing impairments across 11 psychiatric conditions: A transdiagnostic systematic review and network meta-analysis of tasks with static illustrations","Tsui HKH, Lo JCC, Chan SKW.","Eur Psychiatry. 2025 Dec 23;69(1):e2. doi: 10.1192/j.eurpsy.2025.10146.","Tsui HKH","Eur Psychiatry","2025","2025/12/23","PMC12816936","","10.1192/j.eurpsy.2025.10146"
"41430999","Effects of different therapeutic methods on the 90-day prognosis of patients with HBV-ACLF: A systematic review and network meta-analysis","Hua Y, Liu H, He Y, Liu S, Xin Y.","Medicine (Baltimore). 2025 Dec 19;104(51):e46388. doi: 10.1097/MD.0000000000046388.","Hua Y","Medicine (Baltimore)","2025","2025/12/23","PMC12727295","","10.1097/MD.0000000000046388"
"41423403","Comparing the efficacy and safety of medications to prevent nonsteroidal anti-inflammatory drug-induced ulcers in high-risk patients: A network meta-analysis","Huang X, Fang Q, Zhou L, Gong C, Pei D.","Dig Liver Dis. 2026 Feb;58(2):197-205. doi: 10.1016/j.dld.2025.11.012. Epub 2025 Dec 20.","Huang X","Dig Liver Dis","2026","2025/12/21","","","10.1016/j.dld.2025.11.012"
"41423296","Topical medications for moderate-to-severe rosacea: protocol for a living systematic review and network meta-analysis","Amstutz AV, Fladger A, Sanchez-Feliciano A, Barbieri JS.","BMJ Open. 2025 Dec 21;15(12):e109057. doi: 10.1136/bmjopen-2025-109057.","Amstutz AV","BMJ Open","2025","2025/12/21","PMC12719891","","10.1136/bmjopen-2025-109057"
"41423256","Interventions for maintenance of surgically induced remission in Crohn's disease: a systematic review and network meta-analysis","Gordon M, Liu S, Sinopoulou V, Albuquerque DAN, Moran G.","BMJ Open Gastroenterol. 2025 Dec 21;12(1):e002086. doi: 10.1136/bmjgast-2025-002086.","Gordon M","BMJ Open Gastroenterol","2025","2025/12/21","PMC12718597","","10.1136/bmjgast-2025-002086"
"41420409","The Effects of Pain Controlling Agents on Paediatric Tonsillectomy: A Systematic Review and Network Meta-Analysis","Kim DH, Jang DW, Hwang SH.","Clin Otolaryngol. 2026 Mar;51(2):222-232. doi: 10.1111/coa.70076. Epub 2025 Dec 20.","Kim DH","Clin Otolaryngol","2026","2025/12/20","","","10.1111/coa.70076"
"41417177","Sodium-glucose cotransporter-2 inhibitors and risk of diabetic retinopathy in type 2 diabetes: a network meta-analysis of randomised clinical trials","Ortiz-Seller A, Ortiz-Seller D, Morcillo E, Ortiz JL.","Int J Clin Pharm. 2026 Feb;48(1):80-92. doi: 10.1007/s11096-025-02071-2. Epub 2025 Dec 19.","Ortiz-Seller A","Int J Clin Pharm","2026","2025/12/19","","","10.1007/s11096-025-02071-2"
"41413589","Effects of different exercise types on craving in substance use disorder patients with drug dependence -network meta-analysis and dose-response relationships based on frequentist and Bayesian models","Wang C, Yang Y, Wang K, Sun L, Liu SQ, Luo J.","Addict Sci Clin Pract. 2025 Dec 18;21(1):12. doi: 10.1186/s13722-025-00639-x.","Wang C","Addict Sci Clin Pract","2025","2025/12/18","PMC12825257","","10.1186/s13722-025-00639-x"
"41396435","Thiazide and thiazide-like diuretics for kidney stones recurrence: a systematic review and network meta-analysis of randomised controlled trials","Oliveira AV, Sampaio ALN, Mascarenhas RW Jr, Pinto LOAD, Andriolo RB.","World J Urol. 2025 Dec 15;44(1):41. doi: 10.1007/s00345-025-06137-8.","Oliveira AV","World J Urol","2025","2025/12/15","","","10.1007/s00345-025-06137-8"
"41396392","Efficacy and Safety of Different Types of Traditional Chinese Medicine Preparations Combined with EGFR-TKIs for Patients with Non-Small Cell Lung Cancer: A Network Meta-analysis","Zhang CC, Zhang JY, Liu Y, Wang XX, Gao DQ, Chen ZH, Liu Y, Lin HS, Li HY, Zheng JB.","Chin J Integr Med. 2026 Feb;32(2):157-164. doi: 10.1007/s11655-025-4150-0. Epub 2025 Dec 15.","Zhang CC","Chin J Integr Med","2026","2025/12/15","","","10.1007/s11655-025-4150-0"
"41396324","Outcomes of surgical techniques for parastomal hernia repair: a bayesian network meta-analysis","Martín-Arévalo J, Lopez-Callejon VA, Moro-Valdezate D, Garcia-Botello SA, Perez-Santiago L, Millan M, Lopez-Mozos F, Lillo-Albert G, Puente-Monserrat J, Pla-Marti V.","Hernia. 2025 Dec 15;30(1):40. doi: 10.1007/s10029-025-03534-1.","Martín-Arévalo J","Hernia","2025","2025/12/15","","","10.1007/s10029-025-03534-1"
"41390814","Mesenchymal stem cell therapy for radiation-induced xerostomia: a systematic review and network meta-analysis","Li SS, Tian XD, Song JK, Wu YD, Wang WL, Tang ZL.","Stem Cell Res Ther. 2025 Dec 13;17(1):35. doi: 10.1186/s13287-025-04824-2.","Li SS","Stem Cell Res Ther","2025","2025/12/13","PMC12817539","","10.1186/s13287-025-04824-2"
"41387830","Optimal resistance training strategies for knee osteoarthritis symptom relief: a systematic review and network meta-analysis","Yang Y, Wang J, Wang T, Yuan Y, Qiu B, Hu W, Wang F, Tang Z, Lin SC.","BMC Musculoskelet Disord. 2025 Dec 12;27(1):48. doi: 10.1186/s12891-025-09341-0.","Yang Y","BMC Musculoskelet Disord","2025","2025/12/12","PMC12821314","","10.1186/s12891-025-09341-0"
"41387640","Bridging thrombolysis versus direct thrombectomy in acute ischemic stroke with large vessel occlusion: a network meta-analysis","Huang J, Tao P, Meng C, Qin LL, Chen W, Wu WY, Ran YQ, Zhou CQ.","J Neurol. 2025 Dec 12;273(1):21. doi: 10.1007/s00415-025-13567-2.","Huang J","J Neurol","2025","2025/12/12","PMC12700989","","10.1007/s00415-025-13567-2"
"41386898","Comparison of antidepressant deprescribing strategies in individuals with clinically remitted depression: a systematic review and network meta-analysis","Zaccoletti D, Mosconi C, Gastaldon C, Benedetti L, Gottardi C, Papola D, Ponzi O, Purgato M, Naudet F, Cristea IA, Barbui C, Ostuzzi G.","Lancet Psychiatry. 2026 Jan;13(1):24-36. doi: 10.1016/S2215-0366(25)00330-X.","Zaccoletti D","Lancet Psychiatry","2026","2025/12/12","","","10.1016/S2215-0366(25)00330-X"
"41385990","Endocrine-based strategies after CDK4/6 inhibitors in biomarker-selected subgroup of hormone receptor positive advanced breast cancer: A systematic review and network meta-analysis","Escudero A, Bellet M, Saura C, Aguilera A, Papakonstantinou A, Tolosa P, García-Sáenz JÁ, Moreno F, López de Sá A, Schettini F, Seguí E, Gonzalez-Rodriguez M, Navarro V, Ferrero-Cafiero JM, González X, Hernando C, Matikas A, Prat A, Oliveira M, Pascual T, Villacampa G.","Cancer Treat Rev. 2026 Jan;142:103063. doi: 10.1016/j.ctrv.2025.103063. Epub 2025 Dec 3.","Escudero A","Cancer Treat Rev","2026","2025/12/12","","","10.1016/j.ctrv.2025.103063"
"41385977","Prophylactic dressing in the prevention of bedsore: A Network Meta-analysis","Al Jehani M, Al Mazrou F, Bafail A, Alhwsawi H, Albalawi I, Alanazi G, Halawani I, Alhije F, Alalola R.","J Surg Res. 2026 Jan;317:235-243. doi: 10.1016/j.jss.2025.09.065. Epub 2025 Dec 11.","Al Jehani M","J Surg Res","2026","2025/12/12","","","10.1016/j.jss.2025.09.065"
"41384949","Efficacy and safety of transcatheter aortic valves in patients with aortic stenosis: a network meta-analysis","Adnan M, Ahmed Usman M, Akhtar M, Hameed H, Hussain Bakhtiari MI, Hamza M, Zaheer W, Shoaib I, Saleem A, Basit J, Alraies MC.","Future Cardiol. 2025 Dec;21(12):1081-1090. doi: 10.1080/14796678.2025.2598184. Epub 2025 Dec 12.","Adnan M","Future Cardiol","2025","2025/12/12","PMC12758359","","10.1080/14796678.2025.2598184"
